"Map","Algorithm","GraphCreationTime","AlgorithmTime","Distance","Angle","NodesExpanded"
"Map 87","ThetaStar","27.652096","6.8288","283.80328691005707","233.81652342823514","3760"
"Map 88","ThetaStar","29.138944","8.222976","284.3231180906296","279.70076914553954","4576"
"Map 90","ThetaStar","28.780032","5.149952","283.7495654821396","218.63174304016272","2666"
"Map 91","ThetaStar","25.432064","8.033024","283.51067996025085","140.9243540072474","2972"
"Map 92","ThetaStar","26.214912","9.64992","284.0139365196228","218.65883702150919","4707"
"Map 93","ThetaStar","26.499072","6.724096","283.9158685207367","182.44590903106837","3507"
"Map 94","ThetaStar","27.696896","6.270976","283.48334074020386","117.11855655891104","3114"
"Map 95","ThetaStar","28.406784","8.43904","283.8746135234833","193.12153795560639","4165"
"Map 97","ThetaStar","26.5728","8.056064","283.86109352111816","123.70450858834126","3885"
"Map 98","ThetaStar","30.32192","7.516928","283.8094549179077","173.01690466197263","3762"
"Map 99","ThetaStar","38.07488","5.597952","283.5704975128174","105.70582507685157","2343"
"Map 0","BlockAStar","176.943872","202.528","284.32666742801666","444.4779568652142","0"
"Map 3","BlockAStar","44.697088","14.123008","284.04659819602966","369.49336378346516","0"
"Map 4","BlockAStar","14.812928","11.343872","283.99602580070496","284.89414669850953","0"
"Map 5","BlockAStar","13.938944","6.315008","283.9065624475479","301.6337544503243","0"
"Map 7","BlockAStar","19.875072","10.825984","284.37139868736267","414.7330985092189","0"
"Map 9","BlockAStar","17.438976","10.3168","284.18663334846497","365.3084488657647","0"
"Map 10","BlockAStar","14.105088","5.596928","284.00186908245087","355.2433516117723","0"
"Map 12","BlockAStar","15.442944","8.410112","284.04660058021545","365.3084911254047","0"
"Map 13","BlockAStar","15.15008","5.818112","283.95129656791687","300.3890134089228","0"
"Map 14","BlockAStar","13.87008","9.089792","284.4757550954819","422.86322138948566","0"
"Map 15","BlockAStar","13.944064","6.904832","284.1866339445114","392.1132408056884","0"
"Map 17","BlockAStar","14.12608","6.324992","284.04659736156464","365.3084283396543","0"
"Map 18","BlockAStar","14.816","8.761856","284.09132993221283","379.55850571193423","0"
"Map 19","BlockAStar","15.166976","5.421056","283.81710386276245","314.188539048228","0"
"Map 20","BlockAStar","16.764928","8.733952","284.1360591650009","375.3735702681234","0"
"Map 21","BlockAStar","14.819072","6.461952","283.86183416843414","273.1337301069388","0"
"Map 23","BlockAStar","17.13408","6.923008","283.8171036243439","291.56866927051436","0"
"Map 24","BlockAStar","16.752896","6.921984","284.2313640117645","369.4933746502296","0"
"Map 25","BlockAStar","14.07104","5.97504","284.1866329908371","343.93339378196805","0"
"Map 28","BlockAStar","13.903104","6.155008","284.13605999946594","416.4283985281052","0"
"Map 29","BlockAStar","13.96608","8.32","284.3266673088074","377.8631779224277","0"
"Map 30","BlockAStar","16.161024","6.985984","283.9512939453125","338.50367503711595","0"
"Map 31","BlockAStar","15.056128","6.899968","283.9571386575699","325.49846789999356","0"
"Map 32","BlockAStar","15.273984","5.606912","283.9571385383606","284.44365292161274","0"
"Map 33","BlockAStar","14.081024","7.45984","284.3266681432724","399.2382402507343","0"
"Map 35","BlockAStar","14.124032","6.571008","284.0018696784973","328.4385814053779","0"
"Map 36","BlockAStar","14.171136","11.515904","284.68373668193817","554.6082383073156","0"
"Map 38","BlockAStar","57.861888","6.132992","284.04659938812256","353.9985357104373","0"
"Map 39","BlockAStar","14.364928","4.27392","283.67706847190857","246.3289369595969","0"
"Map 40","BlockAStar","15.12704","4.478976","283.8618326187134","294.5087429310957","0"
"Map 41","BlockAStar","16.784896","5.783808","284.0971735715866","386.2330439803765","0"
"Map 42","BlockAStar","14.484992","7.339008","284.2760968208313","402.17840326026817","0"
"Map 43","BlockAStar","14.003968","6.046976","284.05244290828705","345.1782229649041","0"
"Map 44","BlockAStar","14.029824","7.06688","284.43102383613586","363.37343947690886","0"
"Map 45","BlockAStar","56.308992","4.46208","283.8618347644806","305.81871887217386","0"
"Map 46","BlockAStar","14.049024","7.683072","284.4102863073349","392.56373096033053","0"
"Map 48","BlockAStar","16.96896","5.628928","283.91240775585175","322.55835439460884","0"
"Map 49","BlockAStar","16.665088","6.907136","284.1866328716278","353.99850673239825","0"
"Map 50","BlockAStar","15.43808","8.87808","284.51143538951874","406.3632988592755","0"
"Map 51","BlockAStar","14.772992","6.279936","284.1419041156769","384.98823170129634","0"
"Map 52","BlockAStar","16.8768","94.651136","284.0465997457504","308.7588142662843","0"
"Map 53","BlockAStar","13.964032","6.73024","284.38045060634613","391.8735290208816","0"
"Map 54","BlockAStar","16.540928","7.421952","284.46086072921753","457.48322316583216","0"
"Map 55","BlockAStar","20.391936","7.7888","284.3655562400818","467.54834577560854","0"
"Map 56","BlockAStar","19.141888","6.235904","285.9579162597656","678.0586000855797","0"
"Map 57","BlockAStar","18.673152","9.296128","283.95713901519775","314.1885426704825","0"
"Map 58","BlockAStar","14.47808","5.944832","284.13528299331665","412.55834232042616","0"
"Map 59","BlockAStar","14.128896","6.6688","284.1866339445114","410.5481896286104","0"
"Map 60","BlockAStar","13.87904","7.380992","284.37139880657196","470.03794377056704","0"
"Map 62","BlockAStar","13.778176","5.524992","284.0018684864044","355.24334074500774","0"
"Map 63","BlockAStar","15.177984","8.002048","284.2760955095291","379.55851295644374","0"
"Map 65","BlockAStar","14.143232","3.412992","283.4475734233856","195.20901869013196","0"
"Map 66","BlockAStar","13.803008","5.730816","284.04659855365753","365.3084512806015","0"
"Map 67","BlockAStar","63.521024","6.948864","284.3655563592911","430.67844933718294","0"
"Map 69","BlockAStar","13.73312","4.05504","283.67707002162933","268.9488333005127","0"
"Map 70","BlockAStar","24.897024","9.44","284.0466009378433","324.25368822120674","0"
"Map 71","BlockAStar","13.92384","6.308096","284.27609515190125","330.1338621055708","0"
"Map 72","BlockAStar","23.073792","5.797888","283.7723743915558","299.93852204686186","0"
"Map 73","BlockAStar","15.987968","8.08192","283.9065651893616","320.0687551922323","0"
"Map 74","BlockAStar","13.976064","7.123968","284.00186789035797","351.05841013086996","0"
"Map 76","BlockAStar","14.577152","7.399168","284.28193831443787","400.4830670188339","0"
"Map 77","BlockAStar","15.399936","4.920832","284.04659950733185","365.3084718067123","0"
"Map 79","BlockAStar","14.292992","7.335168","284.23136591911316","372.43350988914324","0"
"Map 80","BlockAStar","16.13312","5.463808","284.1924765110016","379.1079914089262","0"
"Map 81","BlockAStar","15.184896","7.585024","284.1866339445114","392.1132420131065","0"
"Map 82","BlockAStar","14.58816","6.381056","284.00186789035797","291.5686511592401","0"
"Map 84","BlockAStar","14.292992","6.656","284.3266682624817","433.16804008763137","0"
"Map 85","BlockAStar","13.814016","6.557952","284.28193867206573","355.2433431598444","0"
"Map 87","BlockAStar","16.870912","7.133952","284.2760945558548","383.7434121777065","0"
"Map 88","BlockAStar","14.251008","7.164928","284.1360617876053","375.37362339452767","0"
"Map 90","BlockAStar","14.187008","6.369024","284.0971727371216","404.66797348460625","0"
"Map 91","BlockAStar","14.008064","6.576128","284.15095496177673","348.88370103138993","0"
"Map 92","BlockAStar","14.96192","7.63008","284.23136496543884","399.23827285102806","0"
"Map 93","BlockAStar","14.1952","6.353152","284.04659831523895","287.3837398637946","0"
"Map 94","BlockAStar","14.452992","5.254912","283.81126141548157","311.69894226068817","0"
"Map 95","BlockAStar","24.105984","7.974144","284.04660069942474","342.6886297996192","0"
"Map 97","BlockAStar","14.333184","5.543168","283.9960255622864","315.88384148195047","0"
"Map 98","BlockAStar","14.354176","6.020096","284.1419036388397","407.6080857825723","0"
"Map 99","BlockAStar","14.284032","5.164032","283.9960250854492","325.9489423581981","0"
