"Map","Algorithm","GraphCreationTime","AlgorithmTime","Distance","Angle","NodesExpanded"
"Map 49","Dijkstra","3.853824","5.837056","150.7939372062683","405.000095386044","8004"
"Map 51","Dijkstra","3.33184","5.25696","151.9655101299286","675.0000893489511","8071"
"Map 52","Dijkstra","2.7392","4.504832","156.06601536273956","675.0000808970241","8146"
"Map 53","Dijkstra","4.02304","6.403072","161.722869515419","1305.0000772747685","8161"
"Map 54","Dijkstra","5.55904","6.166016","154.89444243907928","675.0000833118601","7868"
"Map 56","Dijkstra","2.796032","4.417024","161.33809351921082","1215.0000627857505","7904"
"Map 58","Dijkstra","6.06592","7.088128","150.7939372062683","585.0000929712076","7989"
"Map 59","Dijkstra","4.261888","4.754944","150.7939372062683","585.0000929712063","8169"
"Map 60","Dijkstra","4.243968","6.66496","157.23758828639984","585.0000796896057","8212"
"Map 61","Dijkstra","4.783872","4.418048","177.15432798862457","585.0000386373839","7958"
"Map 62","Dijkstra","4.443904","4.626944","152.55129659175873","225.00009417862515","8141"
"Map 66","Dijkstra","4.018944","6.311168","151.37972366809845","765.0000893489512","8156"
"Map 67","Dijkstra","3.508992","5.304064","156.06601536273956","855.0000784821871","8157"
"Map 68","Dijkstra","7.728896","6.323968","165.92387998104095","945.0000652005854","8075"
"Map 70","Dijkstra","5.17888","7.493888","162.5096664428711","585.0000688228413","7762"
"Map 74","Dijkstra","3.856896","5.030144","168.36753106117249","720.0000543338214","8233"
"Map 77","Dijkstra","4.39808","4.822016","150.20815074443817","675.0000929712064","7866"
"Map 78","Dijkstra","4.93696","5.507072","154.30865597724915","765.00008331186","8139"
"Map 79","Dijkstra","3.877888","5.729024","164.20815074443817","765.0000917637877","7946"
"Map 80","Dijkstra","5.469184","19.600896","150.20815074443817","765.0000917637873","7962"
"Map 81","Dijkstra","2.918144","4.350976","149.62236428260803","405.00009780088004","7993"
"Map 83","Dijkstra","3.43808","4.683008","168.75230705738068","1215.0000652005872","8146"
"Map 85","Dijkstra","2.681088","4.280064","160.16652059555054","855.0000700302588","8180"
"Map 86","Dijkstra","3.352832","4.428032","166.99494767189026","855.0000724450956","8106"
"Map 88","Dijkstra","2.753024","4.184064","158.40916121006012","675.0000760673513","8050"
"Map 89","Dijkstra","2.82496","4.409088","152.55129659175873","675.0000881415336","8078"
"Map 90","Dijkstra","2.870016","4.38016","156.6518018245697","855.0000772747678","8189"
"Map 91","Dijkstra","2.795008","4.626176","149.62236428260803","585.0000953860427","8096"
"Map 95","Dijkstra","3.428096","4.751104","145.52185904979706","495.000106252808","8080"
"Map 98","Dijkstra","3.017984","4.472064","150.20815074443817","765.0000917637877","8151"
"Map 99","Dijkstra","2.644224","4.442112","165.9655101299286","1035.0000845192765","8086"
"Map 0","AStar","2.671872","22.557184","157.23758828639984","1215.0000724450992","3477"
"Map 1","AStar","2.855936","1.808128","152.55129659175873","630.0000881415335","1721"
"Map 5","AStar","4.677888","1.64992","147.27921843528748","495.0001014231353","1717"
"Map 6","AStar","3.83488","2.081024","163.68123936653137","1440.0000543338242","2902"
"Map 7","AStar","2.841088","2.38592","155.48022890090942","2115.000062785754","3101"
"Map 8","AStar","2.808064","2.934016","158.06601536273956","1890.0000652005874","3949"
"Map 10","AStar","3.969792","2.27712","151.9655101299286","1845.0000736525178","2700"
"Map 11","AStar","3.120896","1.95712","161.33809351921082","2475.0000470893156","2848"
"Map 13","AStar","4.391936","1.814016","148.45079135894775","1305.000088141534","1902"
"Map 14","AStar","4.743168","1.453824","148.45079135894775","1395.000086934117","1806"
"Map 15","AStar","4.240896","2.544896","152.55129659175873","1125.000082104443","3025"
"Map 16","AStar","4.269824","1.890048","153.722869515419","810.0000833118596","2247"
"Map 18","AStar","5.048064","3.768064","166.61017167568207","2160.0000386373863","3672"
"Map 19","AStar","4.85504","2.705152","153.13708305358887","1575.0000748599368","2671"
"Map 21","AStar","4.300032","3.106048","160.75230705738068","945.0000676154209","3828"
"Map 22","AStar","2.736128","3.168","161.33809351921082","1350.0000615783322","4083"
"Map 27","AStar","3.337984","1.684224","155.48022890090942","1620.0000700302633","2092"
"Map 29","AStar","3.145984","3.108864","156.6518018245697","1215.0000724450947","3714"
"Map 30","AStar","3.05792","2.486016","151.37972366809845","945.0000869341153","2741"
"Map 31","AStar","2.961152","2.433024","154.30865597724915","1035.0000796896045","2876"
"Map 32","AStar","3.948032","2.247936","149.0365778207779","1170.000088141536","2387"
"Map 34","AStar","3.021056","1.009152","150.7939372062683","1170.000084519278","1339"
"Map 37","AStar","4.81408","1.793024","144.93607258796692","495.0001062528085","1137"
"Map 38","AStar","3.75296","2.406912","153.13708305358887","1350.000077274768","2537"
"Map 39","AStar","3.900928","1.42208","154.89444243907928","990.0000784821868","1672"
"Map 41","AStar","3.427072","5.446144","168.36753106117249","2115.0000362225505","5048"
"Map 42","AStar","3.36512","2.386176","149.0365778207779","720.0000941786217","2660"
"Map 43","AStar","2.727168","2.802944","153.722869515419","1530.0000736525158","3387"
"Map 45","AStar","2.748928","2.235136","160.99494767189026","2790.000045881897","2905"
"Map 49","AStar","2.733824","1.730048","150.7939372062683","1260.0000833118613","2248"
"Map 51","AStar","2.87488","2.35904","151.9655101299286","1125.0000833118622","2803"
"Map 52","AStar","2.960896","2.417152","156.06601536273956","1575.0000688228454","3130"
"Map 53","AStar","2.800128","3.269888","161.722869515419","1800.0000700302623","4143"
"Map 54","AStar","2.784","2.699776","154.89444243907928","990.0000796896028","3339"
"Map 56","AStar","2.657792","2.713088","161.33809351921082","1215.0000627857503","3310"
"Map 58","AStar","3.089152","2.537984","150.7939372062683","1305.0000833118622","2844"
"Map 59","AStar","2.816","1.34912","150.7939372062683","1035.000086934114","1631"
"Map 60","AStar","2.870016","2.683136","157.23758828639984","1215.000071237681","3628"
"Map 61","AStar","2.80704","3.478016","177.15432798862457","1260.0000301854575","5190"
"Map 62","AStar","3.064832","0.864768","152.55129659175873","630.0000881415333","975"
"Map 66","AStar","2.99008","1.147904","151.37972366809845","675.0000905563699","1599"
"Map 67","AStar","4.922112","3.540992","156.06601536273956","1125.000076067351","4043"
"Map 68","AStar","2.808832","5.526016","165.92387998104095","1035.0000652005856","4777"
"Map 70","AStar","2.807808","1.77792","162.5096664428711","2610.0000410522234","2425"
"Map 74","AStar","3.272192","4.495872","168.36753106117249","855.0000531264023","5532"
"Map 77","AStar","2.916864","1.666048","150.20815074443817","450.0000953860437","2120"
"Map 78","AStar","2.772992","1.85984","154.30865597724915","855.0000821044417","2530"
"Map 79","AStar","2.63296","3.955968","164.20815074443817","1125.0000893489516","5200"
"Map 80","AStar","2.738944","1.545984","150.20815074443817","1125.000086934115","1885"
"Map 81","AStar","2.897152","1.053952","149.62236428260803","630.0000941786254","1343"
"Map 83","AStar","3.009024","2.274816","168.75230705738068","1485.0000603709127","2783"
"Map 85","AStar","3.21792","3.028992","160.16652059555054","1935.0000555412435","3903"
"Map 86","AStar","3.083008","2.713856","166.99494767189026","900.0000712376772","3679"
"Map 88","AStar","3.776","2.866944","158.40916121006012","1080.0000712376761","3185"
"Map 89","AStar","6.349824","3.650048","152.55129659175873","1620.000074859937","3267"
"Map 90","AStar","5.261056","2.97088","156.6518018245697","1035.0000748599325","2374"
"Map 91","AStar","4.963072","3.463168","149.62236428260803","675.000094178623","2307"
"Map 95","AStar","6.669056","1.406976","145.52185904979706","495.00010504539034","1431"
"Map 98","AStar","4.560128","1.824","150.20815074443817","1395.0000845192792","2252"
"Map 99","AStar","4.395776","4.015104","165.9655101299286","1350.000082104443","5206"
"Map 0","AStarSmoothed","4.969984","13.831936","149.57428336143494","187.20201337883196","3477"
"Map 1","AStarSmoothed","4.852224","4.282112","148.72532391548157","258.31990640109586","1721"
"Map 5","AStarSmoothed","6.352128","3.069184","144.51595973968506","126.50861998427351","1717"
"Map 6","AStarSmoothed","6.65984","2.523904","156.10299837589264","202.42141201322642","2902"
"Map 7","AStarSmoothed","4.486912","2.872064","148.1447571516037","291.445297326401","3101"
"Map 8","AStarSmoothed","4.635136","3.874048","152.25864923000336","403.16378186185887","3949"
"Map 10","AStarSmoothed","4.739072","3.020032","146.77264142036438","291.7114026749933","2700"
"Map 11","AStarSmoothed","4.523008","2.162944","152.87102150917053","256.4907854683363","2848"
"Map 13","AStarSmoothed","4.478976","1.812992","144.30986416339874","284.9339070269961","1902"
"Map 14","AStarSmoothed","13.074944","1.505024","144.08530569076538","194.5138326003546","1806"
"Map 15","AStarSmoothed","2.661888","2.511104","147.84886813163757","220.79119770383429","3025"
"Map 16","AStarSmoothed","3.100928","2.044928","148.52658212184906","168.69654405070938","2247"
"Map 18","AStarSmoothed","2.921984","2.594816","157.48147749900818","144.37918634147533","3672"
"Map 19","AStarSmoothed","2.72384","2.498816","149.16122698783875","200.87269929318472","2671"
"Map 21","AStarSmoothed","2.552064","3.002112","155.36072635650635","247.825208137276","3828"
"Map 22","AStarSmoothed","2.682112","3.192064","154.78313398361206","437.79378711219437","4083"
"Map 27","AStarSmoothed","2.775808","1.748224","148.21513080596924","134.2203857405285","2092"
"Map 29","AStarSmoothed","2.973184","3.106048","150.99803721904755","274.2412546455429","3714"
"Map 30","AStarSmoothed","2.927104","2.63296","145.91354537010193","241.36515322273908","2741"
"Map 31","AStarSmoothed","3.369216","2.616064","148.4162449836731","163.43100635419592","2876"
"Map 32","AStarSmoothed","2.808064","2.05312","145.46622264385223","198.7397115648324","2387"
"Map 34","AStarSmoothed","4.196096","1.958144","146.28789019584656","212.53669879626278","1339"
"Map 37","AStarSmoothed","2.876928","1.033984","141.75794351100922","32.152609278386336","1137"
"Map 38","AStarSmoothed","2.894848","2.18496","147.2553675174713","203.98687015587765","2537"
"Map 39","AStarSmoothed","2.941952","1.266944","150.41378557682037","250.31512911717599","1672"
"Map 41","AStarSmoothed","2.726912","4.594944","160.48929798603058","393.81478460477683","5048"
"Map 42","AStarSmoothed","2.85696","2.345984","145.9595742225647","99.35661312390366","2660"
"Map 43","AStarSmoothed","2.996992","2.844928","147.32901012897491","148.09302874883946","3387"
"Map 45","AStarSmoothed","2.991104","2.313984","153.5813376903534","395.99512593122506","2905"
"Map 49","AStarSmoothed","3.091968","1.946112","144.63014364242554","86.47094739125626","2248"
"Map 51","AStarSmoothed","3.40992","2.343936","148.4031584262848","344.9876676207282","2803"
"Map 52","AStarSmoothed","3.078144","2.51904","149.56273770332336","132.5982307059421","3130"
"Map 53","AStarSmoothed","2.945024","3.65696","154.8994481563568","500.26726207573984","4143"
"Map 54","AStarSmoothed","3.806976","4.807936","150.77062666416168","246.08802235692085","3339"
"Map 56","AStarSmoothed","2.75712","2.628864","154.29426622390747","263.6523084560983","3310"
"Map 58","AStarSmoothed","2.755072","2.550016","145.15009999275208","62.052008342465555","2844"
"Map 59","AStarSmoothed","2.605056","1.316864","145.5468397140503","133.70209582689728","1631"
"Map 60","AStarSmoothed","2.969856","2.924032","151.15467643737793","100.30563233548254","3628"
"Map 61","AStarSmoothed","3.001088","3.68896","168.43656206130981","163.16054685705802","5190"
"Map 62","AStarSmoothed","5.027072","1.455104","149.4067097902298","136.67166542644122","975"
"Map 66","AStarSmoothed","2.95296","1.273088","146.33787155151367","170.4084640989374","1599"
"Map 67","AStarSmoothed","2.756864","3.508992","151.80943715572357","428.4140558743389","4043"
"Map 68","AStarSmoothed","16.644096","3.687936","163.64487886428833","394.07147117143813","4777"
"Map 70","AStarSmoothed","2.765824","1.938176","155.75228691101074","97.31770537774561","2425"
"Map 74","AStarSmoothed","2.960896","4.312064","161.60941243171692","174.43440792138688","5532"
"Map 77","AStarSmoothed","2.759168","1.662976","146.44939851760864","145.30484646876613","2120"
"Map 78","AStarSmoothed","2.957056","2.189056","147.83860528469086","267.9705942491905","2530"
"Map 79","AStarSmoothed","2.788864","4.3328","157.97392511367798","312.4256007307313","5200"
"Map 80","AStarSmoothed","2.685952","1.619968","145.64172863960266","188.6999137993979","1885"
"Map 81","AStarSmoothed","3.101952","1.07392","147.88963842391968","182.02136494036006","1343"
"Map 83","AStarSmoothed","2.770176","2.163968","162.21675741672516","485.3622394146458","2783"
"Map 85","AStarSmoothed","2.6752","3.1808","153.49506187438965","285.74910482502764","3903"
"Map 86","AStarSmoothed","2.801152","2.886912","162.2017424106598","333.2148920805605","3679"
"Map 88","AStarSmoothed","2.959872","2.51392","152.02342987060547","267.3272282780316","3185"
"Map 89","AStarSmoothed","2.747136","3.020032","145.4387845993042","79.229768168074","3267"
"Map 90","AStarSmoothed","2.873856","1.830144","148.50084710121155","172.19758297304259","2374"
"Map 91","AStarSmoothed","2.748928","1.984","145.4242343902588","74.74287007188273","2307"
"Map 95","AStarSmoothed","4.070912","1.351936","143.5646514892578","205.93973335629784","1431"
"Map 98","AStarSmoothed","2.82112","1.790976","145.40558218955994","270.18815745597004","2252"
"Map 99","AStarSmoothed","2.835968","4.294144","158.3126574754715","344.94308846128604","5206"
"Map 0","ThetaStar","2.863872","31.363072","148.23443412780762","129.5602309618741","2604"
"Map 1","ThetaStar","2.678016","3.65312","145.29943358898163","103.05510883198227","904"
"Map 5","ThetaStar","2.859008","1.88416","143.72084426879883","99.87688043064242","1298"
"Map 6","ThetaStar","2.584832","2.243072","154.32136917114258","144.20571938060107","1691"
"Map 7","ThetaStar","2.877952","1.698048","147.03083777427673","225.67054438578916","1492"
"Map 8","ThetaStar","3.001856","3.183104","151.38629591464996","288.974267707835","2833"
"Map 10","ThetaStar","2.726912","2.124032","144.78018963336945","170.0282607162974","1623"
"Map 11","ThetaStar","2.63296","1.938944","151.32257652282715","110.26696514987765","1629"
"Map 13","ThetaStar","2.860032","1.560832","143.1869785785675","81.66663988288936","1043"
"Map 14","ThetaStar","2.916096","1.325824","143.0992475748062","68.93798591120327","977"
"Map 15","ThetaStar","2.83392","3.000064","146.4570722579956","81.66781652995839","2240"
"Map 16","ThetaStar","3.465216","2.129152","147.2652314901352","139.1827221045997","1017"
"Map 18","ThetaStar","2.808064","2.505984","155.4242069721222","103.33653774896356","2113"
"Map 19","ThetaStar","2.726144","1.315072","145.82738041877747","55.17432685668326","890"
"Map 21","ThetaStar","2.726144","4.03712","154.5329030752182","272.882823555579","3211"
"Map 22","ThetaStar","4.146944","4.153088","151.7872737646103","116.72844851022239","2684"
"Map 27","ThetaStar","2.58688","1.953024","148.04642963409424","176.76360358862337","1563"
"Map 29","ThetaStar","2.994944","3.486976","147.68276023864746","296.69733357795747","2660"
"Map 30","ThetaStar","2.82496","1.315072","144.47780442237854","125.57593532681335","1030"
"Map 31","ThetaStar","2.658816","2.434816","146.7209997177124","181.1273873615969","2045"
"Map 32","ThetaStar","2.791936","2.034176","143.53137171268463","186.18984963313594","1247"
"Map 34","ThetaStar","6.096896","0.792832","145.04985737800598","147.55050507102118","560"
"Map 37","ThetaStar","2.931968","0.87808","141.72885119915009","30.8550225785701","544"
"Map 38","ThetaStar","2.72","2.516992","146.63718473911285","205.15613119728854","1759"
"Map 39","ThetaStar","2.835968","1.116928","147.90871453285217","98.32686269371911","930"
"Map 41","ThetaStar","2.566912","4.344832","157.62806689739227","207.1117596224148","3377"
"Map 42","ThetaStar","2.78912","3.798016","144.56896710395813","82.83478430618267","2250"
"Map 43","ThetaStar","2.926848","2.53312","145.89912867546082","156.8604765106508","2080"
"Map 45","ThetaStar","2.905088","1.58208","152.6054891347885","292.15044133753184","1307"
"Map 49","ThetaStar","2.683136","1.488128","144.0458083152771","68.35868424198861","1008"
"Map 51","ThetaStar","2.912","2.209792","144.90685772895813","150.26629805559188","1678"
"Map 52","ThetaStar","2.870016","3.149824","146.53076231479645","78.07160540674849","2052"
"Map 53","ThetaStar","3.014144","3.923968","153.1479573249817","253.89479970261655","3128"
"Map 54","ThetaStar","2.956032","4.224","150.3948175907135","205.48672771191644","3024"
"Map 56","ThetaStar","2.749952","2.621952","152.37416410446167","163.14271817593294","2116"
"Map 58","ThetaStar","2.896128","2.480896","145.16387724876404","66.81564917941814","1816"
"Map 59","ThetaStar","2.710016","0.846848","144.398175239563","55.57550984859907","629"
"Map 60","ThetaStar","2.848","3.88096","150.3532133102417","110.71006508363487","2979"
"Map 61","ThetaStar","2.615808","5.835776","167.55667638778687","93.32807592717256","4309"
"Map 62","ThetaStar","3.446016","0.861952","148.3368011713028","114.16283877603755","651"
"Map 66","ThetaStar","3.691008","1.846016","146.2504402399063","199.89558977187883","1198"
"Map 67","ThetaStar","3.038976","4.185088","149.3416689634323","241.5105358163635","3224"
"Map 68","ThetaStar","2.65088","5.07904","157.2369954586029","190.79908753492677","3866"
"Map 70","ThetaStar","2.95296","1.202176","154.61668419837952","74.41903060816388","855"
"Map 74","ThetaStar","4.782848","9.747968","160.4796233177185","148.96239059835216","4791"
"Map 77","ThetaStar","5.316096","3.348224","144.3961501121521","95.8887784667751","1346"
"Map 78","ThetaStar","2.844928","1.694208","146.41881906986237","309.21425319118714","1350"
"Map 79","ThetaStar","2.873856","5.825024","157.7758549451828","289.53830264967564","4684"
"Map 80","ThetaStar","3.229952","1.468928","143.5728988647461","55.8460794749316","880"
"Map 81","ThetaStar","2.891008","1.048064","146.02290856838226","108.06130824641002","827"
"Map 83","ThetaStar","3.507968","2.7712","161.44489085674286","451.0156564949429","2157"
"Map 85","ThetaStar","3.201024","3.704064","152.23282325267792","253.69146195724605","2876"
"Map 86","ThetaStar","3.072","3.881984","160.0397126674652","313.0265557548783","2897"
"Map 88","ThetaStar","3.779072","4.681984","151.2177448272705","171.5150319289701","2676"
"Map 89","ThetaStar","3.44576","3.43808","145.34380388259888","79.02398636608807","1674"
"Map 90","ThetaStar","2.697216","1.942784","147.82910656929016","171.53704895328406","1511"
"Map 91","ThetaStar","2.764032","2.399232","145.31270217895508","71.0542553829151","1719"
"Map 95","ThetaStar","2.849024","1.44512","142.28445506095886","16.629655249106335","924"
"Map 98","ThetaStar","2.860032","2.09792","144.23538839817047","216.01319799631537","1534"
"Map 99","ThetaStar","2.624","5.844992","157.79634988307953","277.578193313818","4453"
"Map 0","LazyThetaStar","2.840832","6.189056","148.23443412780762","129.5602309618741","2613"
"Map 1","LazyThetaStar","2.787072","2.301952","145.33653831481934","121.97975324803343","918"
"Map 5","LazyThetaStar","2.77504","1.357056","144.30186414718628","153.00698278479845","1442"
"Map 6","LazyThetaStar","2.852864","1.521152","154.32136917114258","144.20571938060107","1701"
"Map 7","LazyThetaStar","2.769152","1.32992","147.21326065063477","272.0677254130855","1520"
"Map 8","LazyThetaStar","3.058176","2.541824","151.73399412631989","396.43086053499917","2897"
"Map 10","LazyThetaStar","2.841088","1.602048","145.28335082530975","304.7510049708892","1695"
"Map 11","LazyThetaStar","2.787072","1.479936","151.4043505191803","156.0411062998637","1663"
"Map 13","LazyThetaStar","2.73408","1.017856","143.2526729106903","152.74199461306407","1010"
"Map 14","LazyThetaStar","2.950144","1.062912","143.3531904220581","130.34646677681167","1063"
"Map 15","LazyThetaStar","2.680832","2.275072","146.69093024730682","149.06840705392","2285"
"Map 16","LazyThetaStar","2.653952","0.950016","147.56781995296478","244.52407240407098","987"
"Map 18","LazyThetaStar","3.225856","1.81888","155.59306693077087","131.40902468481647","2159"
"Map 19","LazyThetaStar","3.026944","0.731136","145.91590428352356","55.17432685668327","729"
"Map 21","LazyThetaStar","3.087872","3.057152","154.5329030752182","272.882823555579","3220"
"Map 22","LazyThetaStar","4.685056","2.81984","152.6460886001587","293.0943710662858","2888"
"Map 27","LazyThetaStar","3.319808","1.419008","147.88222908973694","135.6515131494564","1524"
"Map 29","LazyThetaStar","3.166976","3.744","147.78154182434082","175.3993171217333","2634"
"Map 30","LazyThetaStar","3.075072","0.984064","144.72492456436157","209.2757298111234","1070"
"Map 31","LazyThetaStar","4.431872","2.252032","146.7224085330963","181.12738736159628","2043"
"Map 32","LazyThetaStar","3.194112","1.340928","143.58118546009064","178.56973345470644","1320"
"Map 34","LazyThetaStar","2.92992","0.582912","145.51516318321228","290.96110373738924","598"
"Map 37","LazyThetaStar","3.232256","1.170944","142.078191280365","116.56418038462968","587"
"Map 38","LazyThetaStar","2.753024","1.729024","146.78498136997223","221.5816915758602","1782"
"Map 39","LazyThetaStar","2.864896","0.804096","147.90871453285217","98.32686269371911","918"
"Map 41","LazyThetaStar","2.863104","3.533056","157.98565018177032","309.79214311423465","3510"
"Map 42","LazyThetaStar","2.77504","2.795008","144.700097322464","144.76229737032972","2291"
"Map 43","LazyThetaStar","3.054848","2.173184","145.73043191432953","140.76051036503395","2020"
"Map 45","LazyThetaStar","3.08992","1.218048","153.34086346626282","422.8902147824895","1400"
"Map 49","LazyThetaStar","2.955008","0.98304","144.1345056295395","115.61743970330221","973"
"Map 51","LazyThetaStar","3.138048","1.711104","145.17484772205353","253.2571335365747","1751"
"Map 52","LazyThetaStar","2.919936","2.08","146.88303649425507","156.65393409107537","2089"
"Map 53","LazyThetaStar","3.097088","2.944","153.1951389312744","293.9568250644121","3101"
"Map 54","LazyThetaStar","2.840832","3.049216","150.90545678138733","286.21580206552943","3091"
"Map 56","LazyThetaStar","2.702848","1.94304","152.5670838356018","230.52285322789257","2183"
"Map 58","LazyThetaStar","2.912","1.800192","145.16104078292847","63.229285911476225","1813"
"Map 59","LazyThetaStar","2.844928","0.81408","144.57518196105957","112.43054211526741","836"
"Map 60","LazyThetaStar","2.89408","2.66496","150.3532133102417","110.71006508363487","2977"
"Map 61","LazyThetaStar","2.428928","3.86816","167.55667638778687","93.32807592717256","4310"
"Map 62","LazyThetaStar","2.889984","0.592128","148.37058222293854","143.40458675330083","654"
"Map 66","LazyThetaStar","2.962944","1.097984","146.66466212272644","293.1089247921962","1237"
"Map 67","LazyThetaStar","2.782976","3.134976","149.36575496196747","264.13040076440393","3208"
"Map 68","LazyThetaStar","2.573056","3.741952","157.46578586101532","301.6572068869543","3955"
"Map 70","LazyThetaStar","2.627072","0.803072","154.61668395996094","74.41902940074561","862"
"Map 74","LazyThetaStar","3.004928","4.452096","160.82864427566528","253.80878048532725","4833"
"Map 77","LazyThetaStar","2.862848","1.331968","144.44790315628052","153.40300386550194","1373"
"Map 78","LazyThetaStar","2.69696","1.150208","146.48812317848206","312.33162160360865","1283"
"Map 79","LazyThetaStar","2.859008","4.390144","158.19676625728607","322.7129797635305","4662"
"Map 80","LazyThetaStar","2.73792","0.940032","143.92417240142822","144.1004617006752","925"
"Map 81","LazyThetaStar","3.019008","0.797952","146.09705591201782","154.4584892737061","847"
"Map 83","LazyThetaStar","2.947072","1.9648","161.98251736164093","496.682964850778","2175"
"Map 85","LazyThetaStar","2.665984","2.737152","152.31984639167786","262.8393044770479","2878"
"Map 86","LazyThetaStar","2.85184","2.622976","159.92277991771698","182.07448441928904","2885"
"Map 88","LazyThetaStar","2.67392","2.585088","151.63225650787354","256.79228261261886","2802"
"Map 89","LazyThetaStar","2.989056","1.689088","145.44815909862518","95.28419107440021","1658"
"Map 90","LazyThetaStar","2.89408","1.442048","148.07236289978027","213.3975365236988","1549"
"Map 91","LazyThetaStar","2.686976","2.241024","145.9675372838974","248.5635365087251","1850"
"Map 95","LazyThetaStar","2.982144","1.149952","142.74729204177856","55.509724905458164","1099"
"Map 98","LazyThetaStar","3.02592","1.801984","144.62847113609314","295.83119401400535","1682"
"Map 99","LazyThetaStar","2.708992","4.577024","157.85352075099945","314.448090959662","4453"
"Map 0","BlockAStar","31.442176","93.246976","149.0435812473297","334.86165250527506","1244"
"Map 1","BlockAStar","6.258944","27.1552","145.61680793762207","233.20527342773673","616"
"Map 5","BlockAStar","1.100032","3.622912","144.04933869838715","164.5055499732569","761"
"Map 6","BlockAStar","1.092096","2.456064","154.28893089294434","217.32343005340317","799"
"Map 7","BlockAStar","1.09184","2.194944","147.596892952919","507.65319953076266","771"
"Map 8","BlockAStar","1.238016","4.189952","151.9423657655716","451.8948218618555","1403"
"Map 10","BlockAStar","1.402112","3.73504","145.49584984779358","450.4794718663449","891"
"Map 11","BlockAStar","1.323008","2.9248","152.02935659885406","283.9618707465553","879"
"Map 13","BlockAStar","1.625088","4.42624","143.50018048286438","229.58922416239272","680"
"Map 14","BlockAStar","1.638912","2.468096","143.44088697433472","222.0280128163767","623"
"Map 15","BlockAStar","1.508096","4.229888","146.9613618850708","359.9365275615006","1119"
"Map 16","BlockAStar","1.323008","2.285056","147.7725133895874","458.1560563019615","584"
"Map 18","BlockAStar","1.254144","4.370944","156.17799615859985","249.26671963015778","1071"
"Map 19","BlockAStar","1.250816","3.158016","146.40639328956604","223.01577590020545","610"
"Map 21","BlockAStar","1.972224","6.569984","155.02907848358154","505.2556414171736","1537"
"Map 22","BlockAStar","2.052864","6.426112","152.29976868629456","382.52143794099953","1323"
"Map 27","BlockAStar","1.147904","2.064128","148.41295886039734","251.01387804050435","778"
"Map 29","BlockAStar","1.266944","3.529984","147.61159586906433","399.49817296059535","1219"
"Map 30","BlockAStar","1.092096","1.432064","144.9468492269516","281.1134649581508","565"
"Map 31","BlockAStar","1.133056","2.323968","147.15202939510345","289.102272875195","987"
"Map 32","BlockAStar","1.114112","2.191872","143.96813440322876","293.52690802963","863"
"Map 34","BlockAStar","1.075968","1.298944","145.85248017311096","339.07885899230223","471"
"Map 37","BlockAStar","1.161984","1.044992","142.10344302654266","149.16062442277286","454"
