"Map","Algorithm","GraphCreationTime","AlgorithmTime","Distance","Angle","NodesExpanded"
"Map 42","BlockAStar","6.723072","18.987008","289.39947533607483","374.1865602593041","13964"
"Map 43","BlockAStar","132.553984","3.868928","284.87040650844574","295.10950278780285","4448"
"Map 44","BlockAStar","5.488128","6.572032","289.1746029853821","349.1868586914956","7249"
"Map 46","BlockAStar","5.839104","7.158016","288.4313955307007","291.51674688588605","7681"
"Map 47","BlockAStar","5.893888","6.699008","287.72326374053955","547.4170189052774","7390"
"Map 48","BlockAStar","14.614016","10.898944","291.2545813322067","508.96454944220767","11445"
"Map 49","BlockAStar","5.266176","12.9408","293.0993460416794","416.3362717126201","13736"
"Map 51","BlockAStar","4.909056","4.002048","284.6804405450821","319.7395373315152","4558"
"Map 52","BlockAStar","4.957184","3.334912","284.859361410141","256.22943192403204","3765"
"Map 53","BlockAStar","4.916992","5.7472","286.98293924331665","456.93756273536997","6202"
"Map 54","BlockAStar","4.886016","6.804224","293.32128620147705","294.31782192904933","6393"
"Map 55","BlockAStar","5.51296","4.958976","284.93202579021454","370.53032105212316","5729"
"Map 56","BlockAStar","5.318912","15.70304","292.6838549375534","384.3186214886766","16532"
"Map 57","BlockAStar","5.3952","6.57792","288.0707919597626","596.8559323133842","7231"
"Map 58","BlockAStar","5.374976","5.19296","292.68331837654114","600.4486918375557","5511"
"Map 59","BlockAStar","5.361152","7.403008","286.5895323753357","346.80733562709105","8124"
"Map 60","BlockAStar","5.438208","7.256064","291.84911251068115","459.87806032413044","7325"
"Map 61","BlockAStar","4.907008","6.832896","290.5896780490875","643.875126678157","7263"
"Map 64","BlockAStar","4.792064","6.54592","286.9627503156662","315.4794742811817","7805"
"Map 65","BlockAStar","4.964864","7.567104","291.7957512140274","460.74379672663684","8907"
"Map 66","BlockAStar","5.786112","13.369088","288.0346941947937","453.09081558755634","10988"
"Map 68","BlockAStar","4.898816","10.726912","288.0506272315979","394.26835531241545","11902"
"Map 69","BlockAStar","5.084928","11.060224","288.89804995059967","421.5751213744116","10988"
"Map 70","BlockAStar","4.790016","14.294016","294.00888884067535","474.79727930637523","16707"
"Map 71","BlockAStar","4.822016","7.512064","290.26711332798004","598.13265570067","8672"
"Map 72","BlockAStar","4.73984","4.809984","293.0440253019333","513.4466341764023","5881"
"Map 73","BlockAStar","4.864","7.524096","286.69765043258667","393.4041808683154","8480"
"Map 74","BlockAStar","4.8512","10.69696","290.26845479011536","435.0861046013478","11930"
"Map 75","BlockAStar","5.04192","20.208896","294.31123638153076","734.3368758432626","16466"
"Map 76","BlockAStar","4.728064","10.405888","288.66548013687134","309.68869659766534","11842"
"Map 77","BlockAStar","4.847872","9.601024","288.8415254354477","363.2230997445856","11477"
"Map 78","BlockAStar","4.775936","10.338816","289.01307690143585","410.38093158434845","12116"
"Map 79","BlockAStar","4.880896","6.777088","287.1310325860977","379.40814183124525","7293"
"Map 80","BlockAStar","4.899072","8.768","288.3409677743912","255.1495818695205","10639"
"Map 81","BlockAStar","78.363136","4.775936","286.52782475948334","399.8622693225034","5353"
"Map 82","BlockAStar","5.082112","2.316032","283.46381759643555","122.99986920878611","2649"
"Map 83","BlockAStar","5.021952","2.988032","284.27489936351776","215.010042426713","3021"
"Map 84","BlockAStar","4.700928","9.212928","287.4616769552231","446.93858884490874","10451"
"Map 85","BlockAStar","5.031936","10.06208","290.0487847328186","503.4706062862934","10137"
"Map 87","BlockAStar","4.937984","4.339968","286.33628952503204","534.2701199660661","4636"
"Map 88","BlockAStar","5.533952","3.725056","284.80071127414703","368.52015628612423","4020"
"Map 89","BlockAStar","5.294848","18.142976","295.32509553432465","360.9480398275638","17108"
"Map 90","BlockAStar","5.092864","6.662912","288.4734570980072","550.8594749196726","7263"
"Map 91","BlockAStar","5.086976","6.337024","288.97051560878754","305.74351157604616","6367"
"Map 92","BlockAStar","5.5872","5.890816","285.0753992795944","246.35216150018334","5898"
"Map 93","BlockAStar","4.75008","9.29792","288.04613876342773","430.6783901736882","10846"
"Map 95","BlockAStar","5.144064","6.523904","285.2286696434021","223.06502200401926","7005"
"Map 96","BlockAStar","7.762176","16.08704","288.83727395534515","441.29544563486286","11248"
"Map 98","BlockAStar","5.244928","4.493056","284.4794294834137","260.2497747376305","4446"
"Map 99","BlockAStar","5.033984","6.531072","289.3086609840393","509.2936803688099","7375"
