"Map","Algorithm","GraphCreationTime","AlgorithmTime","Distance","Angle","NodesExpanded"
"Map 74","Dijkstra","280.268032","28.819968","302.7594473362","495.0001931869","34588"
"Map 75","Dijkstra","15.954944","25.041152","304.7594473362","1215.0001835276","34488"
"Map 76","Dijkstra","198.19392","23.240192","300.4163014889","945.0001919795","34338"
"Map 77","Dijkstra","101.072896","25.419008","301.5878744125","1035.0001883573","34379"
"Map 78","Dijkstra","105.464832","32.5248","300.4163014889","1035.0001907721","34680"
"Map 79","Dijkstra","16.606976","23.79392","297.4873691797","585.0002028463","34390"
"Map 80","Dijkstra","206.313984","23.6288","296.9015827179","675.0002028463","34381"
"Map 81","Dijkstra","129.142784","29.662976","293.9726504087","585.0002100908","34552"
"Map 82","Dijkstra","106.188032","30.26816","285.7716399431","315.0002306169","34376"
"Map 83","Dijkstra","19.004928","24.355072","289.2863587141","585.0002197501","34527"
"Map 84","Dijkstra","208.79104","28.297984","299.2447285652","1125.0001919795","34620"
"Map 85","Dijkstra","107.517184","26.567936","303.9310202599","1215.0001811127","34534"
"Map 87","Dijkstra","16.13184","24.350976","297.4873691797","1125.0001956018","34494"
"Map 88","Dijkstra","203.286016","24.58112","289.8721451759","585.0002185427","34401"
"Map 89","Dijkstra","110.546944","26.739968","309.2030984163","765.0001762831","34502"
"Map 90","Dijkstra","106.79808","28.937216","301.5878744125","1215.0001859424","34464"
"Map 91","Dijkstra","16.57984","24.546048","300.4163014889","1035.0001907721","34608"
"Map 92","Dijkstra","197.39904","24.58112","289.2863587141","315.0002233724","34483"
"Map 93","Dijkstra","103.056128","28.807936","301.0020879507","675.0001943943","34742"
"Map 95","Dijkstra","15.806976","24.100096","289.8721451759","630.0002173353","34620"
"Map 96","Dijkstra","205.734912","25.58208","299.2447285652","1035.0001931869","34747"
"Map 98","Dijkstra","18.974976","332.243968","289.8721451759","765.0002161279","34784"
"Map 99","Dijkstra","15.730176","23.93088","301.5878744125","1395.0001835276","34772"
"Map 1","AStar","253.273088","4.911872","288.7005722523","585.0002209575","3158"
"Map 2","AStar","19.232","25.373952","296.9015827179","855.0002004314","9506"
"Map 3","AStar","190.416896","10.050816","302.1736608744","1260.0001835276","7864"
"Map 4","AStar","237.894912","16.481024","311.5462442636","1485.0001617941","10137"
"Map 5","AStar","23.625984","328.966912","299.830515027","1305.0001883573","10676"
"Map 6","AStar","27.644928","13.660928","297.4873691797","2295.0001799053","7619"
"Map 7","AStar","256.637952","10.792192","295.1442233324","720.0002052611","7304"
"Map 8","AStar","26.914048","6.002944","291.6295045614","1215.0002064685","3466"
"Map 10","AStar","340.693248","23.916032","299.2447285652","1215.0001907721","10352"
"Map 12","AStar","283.188992","17.562112","298.0731556416","2025.0001823202","9550"
"Map 13","AStar","165.818112","7.9168","296.3157962561","1170.0001968092","5577"
"Map 14","AStar","26.58688","15.245056","299.830515027","675.0001968092","10076"
"Map 15","AStar","157.816064","31.631872","304.5168067217","2160.0001666237","13607"
"Map 17","AStar","18.388992","8.716032","292.2152910233","1575.0002004315","6094"
"Map 18","AStar","287.742208","24.504064","305.6883796453","1485.0001750757","14397"
"Map 19","AStar","265.570816","14.21312","302.1736608744","2340.0001690386","10483"
"Map 20","AStar","19.912192","9.840128","295.6295045614","1170.0002064685","7258"
"Map 22","AStar","272.752128","15.235072","298.6589421034","1800.0001835276","10658"
"Map 23","AStar","17.68192","8.073984","288.7005722523","945.0002161279","5646"
"Map 24","AStar","229.688064","15.289088","296.9015827179","1485.0001919795","10555"
"Map 25","AStar","277.608192","7.518976","292.2152910233","1485.0002016389","5150"
"Map 26","AStar","16.85504","10.422016","298.0731556416","1305.0001919795","7592"
"Map 27","AStar","227.194112","10.705152","301.5878744125","2430.0001690386","8033"
"Map 28","AStar","22.089984","6.432","294.5584368706","1215.0002004314","4485"
"Map 30","AStar","250.909184","9.754112","300.4163014889","630.0001956018","7942"
"Map 31","AStar","16.568064","11.991808","294.5584368706","765.0002064685","8733"
"Map 32","AStar","194.907136","6.884096","294.5584368706","765.0002064685","5753"
"Map 33","AStar","110.253056","16.683008","307.4457390308","1440.000170246","11758"
"Map 35","AStar","69.574144","14.386944","308.0315254927","2925.0001497199","12272"
"Map 36","AStar","234.424832","23.780864","310.9604578018","4185.0001267789","18207"
"Map 37","AStar","15.693056","5.68704","291.6295045614","630.000213713","4977"
"Map 38","AStar","184.097024","13.499904","295.1442233324","1080.0002016389","9208"
"Map 40","AStar","17.924096","11.314944","293.3868639469","1665.0001968092","7727"
"Map 42","AStar","132.953088","19.588864","295.7300097942","765.0002052611","10569"
"Map 43","AStar","280.05888","6.797056","291.6295045614","765.0002125056","5252"
"Map 44","AStar","253.885184","14.861056","299.2447285652","1935.0001811128","9376"
"Map 46","AStar","242.919936","11.704064","295.7300097942","855.0002028463","8191"
"Map 47","AStar","248.52096","15.84512","297.4873691797","1260.0001931869","10287"
"Map 48","AStar","277.98784","21.96992","306.859952569","3150.0001485125","14558"
"Map 49","AStar","18.524928","21.991936","303.9310202599","1935.0001714534","13879"
"Map 51","AStar","185.037056","7.03104","291.0437180996","1485.0002040537","5348"
"Map 52","AStar","219.312128","7.04","291.0437180996","1395.0002052611","4981"
"Map 53","AStar","239.596032","13.919232","295.7300097942","1350.0001956018","7993"
"Map 54","AStar","268.910848","10.291968","301.0020879507","1350.000184735","7465"
"Map 55","AStar","16.179968","9.216","292.8010774851","1035.0002064685","7166"
"Map 56","AStar","195.668992","19.576064","306.859952569","1440.0001726608","15334"
"Map 57","AStar","229.71392","9.457152","298.6589421034","1845.0001835276","7639"
"Map 58","AStar","267.195904","10.995968","305.6883796453","1485.0001738682","8090"
"Map 59","AStar","15.687936","8.765184","292.8010774851","810.0002088834","6700"
"Map 60","AStar","192.01792","11.001088","302.5584368706","1485.0001968092","9216"
"Map 61","AStar","222.541824","13.142016","301.5878744125","1125.0001871498","9724"
"Map 64","AStar","189.998848","7.404032","293.9726504087","630.0002088834","6115"
"Map 65","AStar","244.812032","13.710848","309.2030984163","3195.0001436828","11429"
"Map 66","AStar","301.30816","14.827008","298.0731556416","1935.0001835276","10382"
"Map 68","AStar","195.020032","14.393856","296.3157962561","2205.000184735","10604"
"Map 69","AStar","226.358016","16.553984","300.4163014889","2610.0001690386","12547"
"Map 70","AStar","280.224","21.70496","306.2741661072","1890.0001678312","15181"
"Map 71","AStar","17.590016","11.024896","301.0020879507","1935.0001786979","9031"
"Map 72","AStar","201.48992","6.727936","300.4163014889","720.0001943943","5419"
"Map 73","AStar","243.856128","13.783808","296.9015827179","1485.0001919795","9936"
"Map 74","AStar","15.579136","19.494144","302.7594473362","2430.0001666237","12254"
"Map 75","AStar","207.904256","18.512128","304.7594473362","1845.0001762831","14174"
"Map 76","AStar","100.307968","16.699904","300.4163014889","1710.0001811128","12148"
"Map 77","AStar","107.629056","19.485952","301.5878744125","1935.0001762831","13030"
"Map 78","AStar","16.686848","15.502848","300.4163014889","2745.0001690386","11789"
"Map 79","AStar","199.693056","9.907968","297.4873691797","990.0001968092","8329"
"Map 80","AStar","236.379136","17.415936","296.9015827179","1620.0001895647","10628"
"Map 81","AStar","23.61984","11.064064","293.9726504087","1305.0002004314","6230"
"Map 82","AStar","16.267008","4.864","285.7716399431","495.0002282021","3184"
"Map 83","AStar","87.896064","4.91008","289.2863587141","900.0002149205","3715"
"Map 84","AStar","133.401088","17.219072","299.2447285652","1035.0001931869","11348"
"Map 85","AStar","16.596992","16.00896","303.9310202599","2430.0001642089","12354"
"Map 87","AStar","234.457856","9.629952","297.4873691797","2070.0001823202","7353"
"Map 88","AStar","19.684864","7.374848","289.8721451759","855.0002149205","4223"
"Map 89","AStar","18.287104","21.6","309.2030984163","1890.0001617941","15964"
"Map 90","AStar","242.343936","12.276992","301.5878744125","1980.0001750757","9770"
"Map 91","AStar","281.70496","11.184128","300.4163014889","1440.000184735","7717"
"Map 92","AStar","23.504128","7.565056","289.2863587141","945.0002149205","3836"
"Map 93","AStar","208.132864","18.102784","301.0020879507","2430.000170246","13277"
"Map 95","AStar","17.310976","8.894208","289.8721451759","1125.0002112982","5442"
"Map 96","AStar","16.726016","17.694976","299.2447285652","1665.000184735","12071"
"Map 98","AStar","263.0528","8.28288","289.8721451759","900.000213713","5742"
"Map 99","AStar","17.110784","13.203968","301.5878744125","1440.0001823202","10269"
"Map 1","AStarSmoothed","107.719168","7.449088","284.4394850731","88.3244014525","3367"
"Map 2","AStarSmoothed","16.07296","17.228032","287.9190784693","126.3502774388","9729"
"Map 3","AStarSmoothed","78.562048","12.913152","295.6610252857","413.7139897984","8096"
"Map 4","AStarSmoothed","95.40608","12.90496","301.1030600071","394.3926898258","10385"
"Map 5","AStarSmoothed","16.03584","269.32096","292.2178608179","260.9708528556","10904"
"Map 6","AStarSmoothed","65.315072","9.586944","287.5404338837","50.3780940661","7843"
"Map 7","AStarSmoothed","245.443072","11.183872","287.2396111488","187.1837511972","7524"
"Map 8","AStarSmoothed","17.033216","4.82688","286.6759872437","235.3048464688","3680"
"Map 10","AStarSmoothed","268.948992","15.805952","289.9301939011","182.8053896642","10579"
"Map 12","AStarSmoothed","318.086144","16.445952","290.5186825991","453.6079335459","9775"
"Map 13","AStarSmoothed","337.219072","11.03104","289.3485572338","197.715108075","5799"
"Map 14","AStarSmoothed","32.624896","20.208896","293.518889904","175.1286465843","10304"
"Map 15","AStarSmoothed","336.599808","33.082112","297.6564376354","388.6104940092","13843"
"Map 17","AStarSmoothed","250.800896","10.273024","284.626159668","57.700114681","6309"
"Map 18","AStarSmoothed","264.384","20.85888","292.9149624109","265.0440407087","14635"
"Map 19","AStarSmoothed","17.432064","12.52096","290.3291605711","234.7271652025","10715"
"Map 20","AStarSmoothed","212.450048","9.536","289.6132903099","213.7458312613","7476"
"Map 22","AStarSmoothed","18.727936","15.373056","288.5834712982","152.9421109393","10884"
"Map 23","AStarSmoothed","234.194944","9.970944","283.4667961597","41.3930440796","5855"
"Map 24","AStarSmoothed","15.46496","287.980032","285.9724795818","98.7193580427","10778"
"Map 25","AStarSmoothed","63.206144","6.62912","285.5930049419","80.7353335653","5365"
"Map 26","AStarSmoothed","248.336896","11.947008","289.5181154013","191.9218836324","7817"
"Map 27","AStarSmoothed","16.733952","10.530048","290.7899017334","276.3517453079","8264"
"Map 28","AStarSmoothed","198.358784","5.414912","287.7013173103","179.736590347","4704"
"Map 30","AStarSmoothed","15.913984","8.837888","291.4258639812","189.2863791629","8171"
"Map 31","AStarSmoothed","220.27392","12.479232","286.9206627607","144.238487062","8952"
"Map 32","AStarSmoothed","279.702016","7.865088","289.9307712317","260.8768856398","5972"
"Map 33","AStarSmoothed","16.107008","15.251968","299.1291079521","307.6618578403","11999"
"Map 35","AStarSmoothed","17.048064","275.921152","294.4333534241","482.3177951863","12514"
"Map 36","AStarSmoothed","73.972992","24.04096","298.0412220955","319.8983517195","18454"
"Map 37","AStarSmoothed","242.116096","6.358016","285.4026618004","150.1246489978","5191"
"Map 38","AStarSmoothed","34.446848","22.342144","286.2334098816","174.3730374254","9428"
"Map 40","AStarSmoothed","170.17088","15.483904","288.4993109703","160.5543466097","7944"
"Map 42","AStarSmoothed","135.291136","21.12896","288.4319027662","139.6384352511","10790"
"Map 43","AStarSmoothed","108.091136","7.160064","287.5538761616","146.0965501509","5466"
"Map 44","AStarSmoothed","21.83808","13.952","291.1108216047","257.606341639","9603"
"Map 46","AStarSmoothed","16.014848","10.114816","290.732233882","200.4918300987","8412"
"Map 47","AStarSmoothed","194.244864","13.746944","288.5595340729","256.8034344214","10511"
"Map 48","AStarSmoothed","111.166976","19.715072","293.7854959965","171.2664217078","14798"
"Map 49","AStarSmoothed","16.219904","19.456","295.1734755039","415.1751634172","14114"
"Map 51","AStarSmoothed","90.066944","7.401984","284.5834105015","52.8301873744","5561"
"Map 52","AStarSmoothed","259.43808","7.495168","284.8647823334","44.3065202723","5194"
"Map 53","AStarSmoothed","16.310784","11.44704","287.5648186207","168.0463337967","8214"
"Map 54","AStarSmoothed","208.435968","9.272064","293.1184959412","108.5179259981","7695"
"Map 55","AStarSmoothed","242.928896","10.045952","284.3389554024","33.5178187006","7382"
"Map 56","AStarSmoothed","16.20096","286.586112","296.8765195608","222.3956818008","15574"
"Map 57","AStarSmoothed","30.378752","9.43616","288.1771306992","295.1382453311","7865"
"Map 58","AStarSmoothed","258.02496","11.41504","293.8160401583","276.6893683321","8328"
"Map 59","AStarSmoothed","28.743936","11.692032","288.5786765814","222.8029955647","6916"
"Map 60","AStarSmoothed","274.052096","19.64288","295.3120607138","417.733858354","9443"
"Map 61","AStarSmoothed","131.422976","14.778112","290.6876008511","290.7000412691","9955"
"Map 64","AStarSmoothed","83.281152","7.481088","288.7170984745","169.8944390979","6333"
"Map 65","AStarSmoothed","197.310976","13.18912","298.478045702","189.1443610646","11673"
"Map 66","AStarSmoothed","196.583936","13.837824","289.3558440208","244.5419825995","10607"
"Map 68","AStarSmoothed","18.224896","14.659072","287.711102128","188.8762475319","10826"
"Map 69","AStarSmoothed","15.936","268.96384","289.5969114304","156.2926136337","12776"
"Map 70","AStarSmoothed","15.945984","19.581952","296.7148131132","282.9460583553","15420"
"Map 71","AStarSmoothed","339.52896","15.171072","290.4708982706","329.1469805023","9261"
"Map 72","AStarSmoothed","27.50208","10.284032","297.1164908409","329.9084839223","5648"
"Map 73","AStarSmoothed","251.000064","18.562048","286.2925984859","144.635460703","10159"
"Map 74","AStarSmoothed","245.64992","16.898816","289.8453450203","120.8510502696","12487"
"Map 75","AStarSmoothed","16.09088","17.955072","297.3309011459","481.5919469195","14409"
"Map 76","AStarSmoothed","203.110912","16.172032","289.880499959","141.6822676822","12377"
"Map 77","AStarSmoothed","253.886976","19.038976","290.6043454409","169.8129861173","13261"
"Map 78","AStarSmoothed","17.164032","15.24608","291.033006072","182.5902032391","12018"
"Map 79","AStarSmoothed","213.044992","10.042112","287.8252669573","114.7286930211","8553"
"Map 80","AStarSmoothed","330.387968","19.22304","290.4245920181","247.2996000907","10851"
"Map 81","AStarSmoothed","17.433088","8.473088","288.2318794727","233.6372691981","6448"
"Map 82","AStarSmoothed","228.209152","5.261056","283.5479830503","67.5593058394","3388"
"Map 83","AStarSmoothed","20.571136","322.049024","283.6232869625","77.7287358845","3925"
"Map 84","AStarSmoothed","66.066176","14.947072","293.0781317949","239.4609228772","11575"
"Map 85","AStarSmoothed","243.879168","17.062144","291.0737345219","253.85964684","12589"
"Map 87","AStarSmoothed","81.243904","10.436096","285.8387136459","134.3860961439","7577"
"Map 88","AStarSmoothed","106.277888","6.116864","284.4446438551","176.9932453541","4434"
"Map 89","AStarSmoothed","16.331008","21.025024","301.3161150217","264.332357748","16208"
"Map 90","AStarSmoothed","270.649856","12.81408","292.2642343044","235.0735070852","10001"
"Map 91","AStarSmoothed","19.588096","11.490048","290.5334675312","315.9586928795","7946"
"Map 92","AStarSmoothed","340.244992","7.856128","285.6967867613","103.3781789798","4046"
"Map 93","AStarSmoothed","22.014976","19.778048","292.1801860332","243.2943952389","13507"
"Map 95","AStarSmoothed","16.292864","8.249088","285.0083782673","55.3048464688","5653"
"Map 96","AStarSmoothed","215.043072","16.824064","289.3273816109","108.0971945483","12298"
"Map 98","AStarSmoothed","17.691136","7.472128","284.715908885","149.7450359615","5953"
"Map 99","AStarSmoothed","248.994816","16.034816","291.2583800554","386.0153268509","10500"
"Map 1","ThetaStar","207.380992","2.969856","283.4514651299","29.7416771105","1420"
"Map 2","ThetaStar","20.114944","5.06496","286.9017136097","124.0477514812","2558"
"Map 3","ThetaStar","218.061056","9.976064","291.3869470358","112.3013032578","4889"
"Map 4","ThetaStar","282.800896","9.871104","295.7149448395","173.0740718526","5553"
"Map 5","ThetaStar","15.536128","16.536064","288.5230484009","143.8505730579","7352"
"Map 6","ThetaStar","278.83392","11.120896","287.5272960663","47.4972299768","4294"
"Map 7","ThetaStar","16.006144","11.244032","286.3563312292","183.9830366118","5422"
"Map 8","ThetaStar","251.089152","5.452032","284.4185093641","61.803276402","2085"
"Map 10","ThetaStar","227.627008","8.00896","287.0655591488","44.843897708","3969"
"Map 12","ThetaStar","219.579904","10.779904","286.5356357098","169.1032039958","5263"
"Map 13","ThetaStar","15.94112","5.874176","286.6719148159","132.3666380495","3222"
"Map 14","ThetaStar","204.226048","11.060992","288.4726270437","84.3306978112","5463"
"Map 15","ThetaStar","282.601216","10.380032","289.6589580774","217.2604323207","5080"
"Map 17","ThetaStar","274.905088","3.548928","284.6112755537","52.1783904348","1905"
"Map 18","ThetaStar","16.061184","21.753088","290.6405795813","198.2294657367","9413"
"Map 19","ThetaStar","262.776832","9.223936","287.7588717937","34.0757393786","4251"
"Map 20","ThetaStar","17.035008","9.840896","286.5614669323","63.6162792506","4211"
"Map 22","ThetaStar","15.65184","15.442944","288.6126811504","136.0228652849","7561"
"Map 23","ThetaStar","214.496","11.014144","283.3760528564","8.636036482","3095"
"Map 24","ThetaStar","16.400128","12.39296","285.9785860777","69.0939693342","5352"
"Map 25","ThetaStar","205.075968","7.148032","285.5659277439","70.9281537946","3156"
"Map 26","ThetaStar","280.548864","10.823936","289.496339798","249.217116546","4470"
"Map 27","ThetaStar","16.454912","6.452992","288.9307732582","246.5077375483","3483"
"Map 28","ThetaStar","270.42816","3.809024","286.1592000723","177.471331749","1844"
"Map 30","ThetaStar","250.328832","8.72704","288.4939658642","202.6933685464","4298"
"Map 31","ThetaStar","16.69504","8.745984","284.5985286236","51.0461882215","3796"
"Map 32","ThetaStar","233.803776","5.29792","287.1104453802","97.5474837151","2842"
"Map 33","ThetaStar","15.702016","9.414912","293.1531796455","74.5231688779","4591"
"Map 35","ThetaStar","121.32992","9.211136","290.6591229439","183.1062805262","5193"
"Map 36","ThetaStar","23.648","21.755904","292.5570795536","84.2779925785","10480"
"Map 37","ThetaStar","104.111872","4.990976","284.7182950974","124.1764807756","2509"
"Map 38","ThetaStar","15.657984","13.291008","285.301115036","158.3834746074","3816"
"Map 40","ThetaStar","16.135936","9.099008","285.779266119","54.5501959467","4746"
"Map 42","ThetaStar","77.414144","29.336064","288.3674191237","135.8539388994","9729"
"Map 43","ThetaStar","179.625984","6.628096","284.8471158743","106.8736021369","3091"
"Map 44","ThetaStar","72.997888","10.115072","288.845069766","222.2198200502","5129"
"Map 46","ThetaStar","74.925056","11.753984","287.8952349424","81.3338345464","5156"
"Map 47","ThetaStar","181.03296","8.783104","286.82979846","141.247118172","4347"
"Map 48","ThetaStar","73.48096","14.851072","290.3522235155","160.2896600642","7648"
"Map 49","ThetaStar","194.061824","20.505856","292.3086515665","198.4565898689","9313"
"Map 51","ThetaStar","210.590976","6.087936","284.1277866364","34.2926317387","2627"
"Map 52","ThetaStar","176.736","3.184896","284.0238704681","15.1534546511","1193"
"Map 53","ThetaStar","72.492032","7.358976","286.022357583","136.0349820132","3570"
"Map 54","ThetaStar","197.157888","9.3632","292.4693546295","83.5203044853","4294"
"Map 55","ThetaStar","17.933056","7.759872","284.0076155663","23.0235408973","3283"
"Map 56","ThetaStar","73.588992","24.025088","293.8350486755","157.3839207072","11669"
"Map 57","ThetaStar","191.559936","7.61984","287.0420652628","166.2746192728","4158"
"Map 58","ThetaStar","80.875008","4.905984","291.9016035795","124.6553723777","2572"
"Map 59","ThetaStar","236.04608","14.42304","287.3201713562","117.0403955349","6581"
"Map 60","ThetaStar","198.9568","7.098112","290.8475686312","93.0080576424","4437"
"Map 61","ThetaStar","189.195008","8.014848","290.0418077707","257.9364702141","4544"
"Map 64","ThetaStar","77.679872","12.44416","286.7580265999","109.838647262","5422"
"Map 65","ThetaStar","254.322176","12.37504","290.7683075666","102.3642634244","6004"
"Map 66","ThetaStar","16.532992","14.136064","287.0869759321","176.4805889351","6997"
"Map 68","ThetaStar","68.99712","17.342976","287.0599756241","114.7751405688","7500"
"Map 69","ThetaStar","79.27808","16.189184","287.8308843374","176.8336798465","7113"
"Map 70","ThetaStar","248.573184","24.736","293.6223102808","128.6664514787","11615"
"Map 71","ThetaStar","263.751936","11.62496","289.0807782412","226.0843211456","5222"
"Map 72","ThetaStar","17.095936","8.745984","292.2053201199","173.0177317356","3390"
"Map 73","ThetaStar","195.307008","8.144128","285.8889667988","105.2442108461","4175"
"Map 74","ThetaStar","94.771968","16.445952","289.3976948261","81.2402821971","7590"
"Map 75","ThetaStar","95.655936","23.618048","293.4807943106","292.1413037931","11822"
"Map 76","ThetaStar","265.890048","15.245056","287.8983757496","65.0164832951","6920"
"Map 77","ThetaStar","15.136","16.72192","288.0308240652","86.2803777024","7534"
"Map 78","ThetaStar","223.883008","17.234176","288.0765601397","109.7833296327","7765"
"Map 79","ThetaStar","288.630016","9.110016","286.2793051004","60.5508167509","4229"
"Map 80","ThetaStar","16.496896","21.191936","288.4618976116","162.4042863933","8318"
"Map 81","ThetaStar","215.888128","8.666112","285.8337774277","75.6746852988","3626"
"Map 82","ThetaStar","276.518144","9.265152","283.2516521215","21.8919974836","2794"
"Map 83","ThetaStar","16.175104","3.7312","284.0039790869","99.4143138527","1660"
"Map 84","ThetaStar","215.347968","14.0608","287.1938484907","230.0652213343","6935"
"Map 85","ThetaStar","273.402112","13.748992","289.9942623377","246.0266084452","6305"
"Map 87","ThetaStar","197.933056","4.461824","286.5555124283","154.2388735203","2601"
"Map 88","ThetaStar","246.564864","5.732096","284.3270320892","118.8545680206","2745"
"Map 89","ThetaStar","16.783104","30.514944","295.796544075","148.4805651341","12964"
"Map 90","ThetaStar","198.105856","8.692992","288.9269988537","156.4302756328","4902"
"Map 91","ThetaStar","243.177216","9.12","288.1625503302","102.7150145333","4164"
"Map 92","ThetaStar","17.214976","10.688","284.5506669283","52.2582486362","3948"
"Map 93","ThetaStar","204.994048","14.148096","287.1019172668","25.5001677071","7010"
"Map 95","ThetaStar","19.527168","11.585792","284.7996742725","55.3048464688","4752"
"Map 96","ThetaStar","83.729152","21.25696","288.3034456968","119.4777417366","7941"
"Map 98","ThetaStar","275.74912","5.426944","283.9065538645","72.6244089409","2433"
"Map 99","ThetaStar","15.988224","9.740032","289.5370484591","159.7666141814","5091"
"Map 1","LazyThetaStar","260.965888","4.185856","283.4908161163","31.333124216","1245"
"Map 2","LazyThetaStar","15.578112","6.889984","286.9248096943","127.7791484804","2312"
"Map 3","LazyThetaStar","213.743872","12.798976","291.5109157562","114.5845989368","4822"
"Map 4","LazyThetaStar","265.248","8.817152","296.1688525677","309.7388633045","6314"
"Map 5","LazyThetaStar","15.037184","10.131968","288.5190925598","142.3709337706","7294"
"Map 6","LazyThetaStar","216.397824","6.610176","287.5272960663","47.4972299768","4242"
"Map 7","LazyThetaStar","282.697984","9.62816","286.5620872974","316.1712168474","5561"
"Map 8","LazyThetaStar","17.820928","2.480896","284.6033890247","121.3552831826","1877"
