"Map","Algorithm","GraphCreationTime","AlgorithmTime","Distance","Angle","NodesExpanded"
"Map 48","BlockAStar","4.873984","10.08896","291.2545813322067","508.96454944220767","1492"
"Map 49","BlockAStar","4.768","12.003072","293.0993460416794","416.3362717126201","1737"
"Map 51","BlockAStar","4.685824","3.691008","284.6804405450821","319.7395373315152","554"
"Map 52","BlockAStar","4.811008","3.192832","284.859361410141","256.22943192403204","471"
"Map 53","BlockAStar","4.766976","5.359872","286.98293924331665","456.93756273536997","778"
"Map 54","BlockAStar","4.706048","4.909056","293.32128620147705","294.31782192904933","791"
"Map 55","BlockAStar","4.84608","4.523008","284.93202579021454","370.53032105212316","687"
"Map 56","BlockAStar","7.24608","13.799936","292.6838549375534","384.3186214886766","2083"
"Map 57","BlockAStar","5.014016","8.515072","288.0707919597626","596.8559323133842","919"
"Map 58","BlockAStar","4.8","4.694016","292.68331837654114","600.4486918375557","711"
"Map 59","BlockAStar","4.779776","10.00704","286.5895323753357","346.80733562709105","993"
"Map 60","BlockAStar","4.824064","6.404096","291.84911251068115","459.87806032413044","999"
"Map 61","BlockAStar","4.809216","6.093056","290.5896780490875","643.875126678157","957"
"Map 64","BlockAStar","4.852992","6.226944","286.9627503156662","315.4794742811817","959"
"Map 65","BlockAStar","4.734976","7.130112","291.7957512140274","460.74379672663684","1129"
"Map 66","BlockAStar","4.737024","9.044992","288.0346941947937","453.09081558755634","1364"
"Map 68","BlockAStar","5.051136","9.541888","288.0506272315979","394.26835531241545","1442"
"Map 69","BlockAStar","4.732928","8.940032","288.89804995059967","421.5751213744116","1370"
"Map 70","BlockAStar","4.638976","14.345984","294.00888884067535","474.79727930637523","2106"
"Map 71","BlockAStar","7.177984","8.185856","290.26711332798004","598.13265570067","1078"
"Map 72","BlockAStar","4.761088","4.52992","293.0440253019333","513.4466341764023","730"
"Map 73","BlockAStar","4.677888","7.036928","286.69765043258667","393.4041808683154","1056"
"Map 74","BlockAStar","4.702976","9.97888","290.26845479011536","435.0861046013478","1503"
"Map 75","BlockAStar","4.761856","14.409984","294.31123638153076","734.3368758432626","2136"
"Map 76","BlockAStar","4.667136","9.60512","288.66548013687134","309.68869659766534","1494"
"Map 77","BlockAStar","4.88192","12.24192","288.8415254354477","363.2230997445856","1407"
"Map 78","BlockAStar","4.788992","9.972992","289.01307690143585","410.38093158434845","1476"
"Map 79","BlockAStar","4.877056","5.96992","287.1310325860977","379.40814183124525","904"
"Map 80","BlockAStar","4.691968","8.502784","288.3409677743912","255.1495818695205","1284"
"Map 81","BlockAStar","159.521024","4.421888","286.52782475948334","399.8622693225034","664"
"Map 82","BlockAStar","8.685056","2.13504","283.46381759643555","122.99986920878611","325"
"Map 83","BlockAStar","4.838912","2.648064","284.27489936351776","215.010042426713","392"
"Map 84","BlockAStar","4.856064","8.642048","287.4616769552231","446.93858884490874","1298"
"Map 85","BlockAStar","4.892928","8.804864","290.0487847328186","503.4706062862934","1304"
"Map 87","BlockAStar","4.701952","4.094976","286.33628952503204","534.2701199660661","589"
"Map 88","BlockAStar","5.115904","3.314944","284.80071127414703","368.52015628612423","507"
"Map 89","BlockAStar","4.697856","14.170112","295.32509553432465","360.9480398275638","2142"
"Map 90","BlockAStar","4.722944","6.176","288.4734570980072","550.8594749196726","920"
"Map 91","BlockAStar","6.573056","6.369024","288.97051560878754","305.74351157604616","808"
"Map 92","BlockAStar","5.10208","5.548032","285.0753992795944","246.35216150018334","705"
"Map 93","BlockAStar","4.698112","8.710912","288.04613876342773","430.6783901736882","1326"
"Map 95","BlockAStar","4.700928","5.565952","285.2286696434021","223.06502200401926","846"
"Map 96","BlockAStar","4.883968","9.501952","288.83727395534515","441.29544563486286","1391"
"Map 98","BlockAStar","4.844032","3.858944","284.4794294834137","260.2497747376305","561"
"Map 99","BlockAStar","4.719104","6.206976","289.3086609840393","509.2936803688099","943"
