"Map","Algorithm","GraphCreationTime","AlgorithmTime","Distance","Angle","NodesExpanded"
"Map 48","BlockAStar","208.987904","11.380992","292.3114101886749","951.4058339051686","2647"
"Map 49","BlockAStar","75.101184","12.527872","293.88545203208923","646.4247925088512","2849"
"Map 51","BlockAStar","71.85792","3.696128","285.2952229976654","440.7434898425164","890"
"Map 52","BlockAStar","6.392064","3.825152","285.39957904815674","418.88899670008686","858"
"Map 53","BlockAStar","74.224128","5.455104","287.6074575185776","572.5636669671619","1285"
"Map 54","BlockAStar","82.439168","7.565824","293.8000999689102","534.6886990125015","1279"
"Map 55","BlockAStar","6.155008","218.241024","285.76005840301514","521.608300275688","1227"
"Map 56","BlockAStar","6.985216","14.341888","293.8853588104248","967.1865812361551","3359"
"Map 57","BlockAStar","202.491136","6.639104","288.6065789461136","733.6492547298229","1530"
"Map 58","BlockAStar","6.443008","239.97696","293.54428493976593","906.5674814424405","1332"
"Map 59","BlockAStar","58.976","7.079936","287.3489017486572","555.6594243254951","1626"
"Map 60","BlockAStar","250.832896","7.924992","293.0353229045868","803.5651964573109","1815"
"Map 61","BlockAStar","6.173952","7.115008","291.5079565048218","817.7690627341839","1655"
"Map 64","BlockAStar","69.903872","6.273024","287.334157705307","472.01908939489687","1506"
"Map 65","BlockAStar","6.054912","8.282112","292.8566563129425","970.530994326886","1958"
"Map 66","BlockAStar","209.840896","9.38112","288.9875909090042","739.8443513173779","2142"
"Map 68","BlockAStar","59.339008","10.131968","288.656170129776","610.0343449958224","2325"
"Map 69","BlockAStar","210.507008","9.92","290.0106568336487","742.9057673021429","2391"
"Map 70","BlockAStar","6.19904","226.791936","294.7973690032959","759.3276340367457","3274"
"Map 71","BlockAStar","6.191872","8.033792","290.9802899360657","745.2740809289945","1727"
"Map 72","BlockAStar","220.280064","5.437184","294.04341304302216","733.1236297241492","1347"
"Map 73","BlockAStar","6.308096","7.59808","287.35158610343933","745.6032142704335","1734"
"Map 74","BlockAStar","201.220096","11.122944","291.53609013557434","689.6543419424955","2554"
"Map 75","BlockAStar","6.258176","82.189824","295.28246653079987","1012.6169572850646","3469"
"Map 76","BlockAStar","6.084864","61.472","289.89063227176666","795.5564231457384","2442"
"Map 77","BlockAStar","63.166976","10.479104","289.5453007221222","775.7553354159893","2432"
"Map 78","BlockAStar","233.965056","9.790976","289.6081317663193","731.4745287264874","2315"
"Map 79","BlockAStar","6.147072","6.23616","287.7450625896454","694.7691959402351","1466"
"Map 80","BlockAStar","198.136064","8.925184","288.842440366745","505.0651250246131","2067"
"Map 81","BlockAStar","74.752","4.903936","286.9644799232483","422.0688859834469","1097"
"Map 82","BlockAStar","6.255872","2.742016","283.7217960357666","215.3391866349154","635"
"Map 83","BlockAStar","70.585088","3.011072","284.7409278154373","374.1287229739127","724"
"Map 84","BlockAStar","6.512128","8.918016","288.4037127494812","796.0791127178177","2044"
"Map 85","BlockAStar","67.926016","9.001984","290.73109555244446","1006.7539246428721","2124"
"Map 87","BlockAStar","67.739136","5.283072","287.35743033885956","735.5380964903298","1117"
"Map 88","BlockAStar","6.077952","3.9232","285.39052879810333","493.10825419877324","908"
"Map 89","BlockAStar","68.100096","13.675776","295.71688163280487","706.5615429587046","3202"
"Map 90","BlockAStar","139.012864","7.881984","289.3813199996948","872.473119160787","1610"
"Map 91","BlockAStar","6.70592","234.113024","290.08444929122925","637.6045280600499","1442"
"Map 92","BlockAStar","6.60096","4.54784","285.223863363266","312.4642066060723","916"
"Map 93","BlockAStar","219.544064","9.657856","288.91327822208405","825.8239940147602","2208"
"Map 95","BlockAStar","219.36896","8.253952","285.4176788330078","316.9350154259475","1288"
"Map 96","BlockAStar","75.064832","13.254912","289.37279415130615","571.0791803332417","2263"
"Map 98","BlockAStar","65.159936","4.267008","284.9256925582886","422.30854101959443","973"
"Map 99","BlockAStar","6.194944","72.859136","289.91803681850433","790.8429550332787","1617"
