"Map","Algorithm","GraphCreationTime","AlgorithmTime","Distance","Angle","NodesExpanded"
"Map 28","BlockAStar","52.95616","4.354048","288.5014889240265","382.7845493420418","7493"
"Map 30","BlockAStar","216.208896","6.5792","290.79644298553467","419.65445061014077","11719"
"Map 31","BlockAStar","181.8688","7.119872","287.78890681266785","237.4797077029488","12957"
"Map 32","BlockAStar","221.417984","6.188032","288.93638384342194","309.04476370969974","9132"
"Map 33","BlockAStar","10.65984","222.159104","296.5788618326187","362.1748600267644","13329"
"Map 35","BlockAStar","68.068864","8.621056","293.423592209816","585.5689900164379","14513"
"Map 36","BlockAStar","69.324032","14.204928","294.9273602962494","216.87003287669083","23859"
"Map 37","BlockAStar","73.281792","4.297984","286.28513872623444","258.0893958108079","7710"
"Map 38","BlockAStar","79.972096","6.736128","288.121101975441","165.91466256296152","12351"
"Map 40","BlockAStar","193.787136","7.98592","287.5080615282059","311.21950057980064","13419"
"Map 42","BlockAStar","78.51008","13.037056","290.9200805425644","327.47970045843954","22511"
"Map 43","BlockAStar","239.894016","4.864","286.28513872623444","239.6544481953041","8497"
"Map 44","BlockAStar","10.589952","6.60992","290.69374322891235","438.0893970182264","11515"
"Map 46","BlockAStar","74.153984","6.641152","289.31677079200745","163.73991482609674","12004"
"Map 47","BlockAStar","82.777088","8.296192","289.92981123924255","345.9146577332892","14097"
"Map 48","BlockAStar","10.877952","12.609024","293.32089245319366","401.21950661689164","20534"
"Map 49","BlockAStar","10.60096","240.199936","295.78767585754395","540.0001086676447","24381"
"Map 51","BlockAStar","191.844864","4.596992","286.0556433200836","165.91465652587033","8390"
"Map 52","BlockAStar","82.03392","4.775168","286.0556433200836","165.9146565258707","8221"
"Map 53","BlockAStar","77.037056","6.835968","288.6041886806488","435.9146529036163","11235"
"Map 54","BlockAStar","10.694912","6.383872","294.76699447631836","309.04475284293477","10918"
"Map 55","BlockAStar","204.673024","6.179072","286.7441295385361","165.91465894070726","11258"
"Map 56","BlockAStar","111.843072","18.567936","294.59516513347626","417.4797137400407","25145"
"Map 57","BlockAStar","73.277184","7.486976","289.6248700618744","366.5243506708213","12322"
"Map 58","BlockAStar","81.785088","7.160064","295.3559390306473","530.2641338883262","12576"
"Map 59","BlockAStar","10.654976","70.352896","288.01840221881866","329.654446987886","12908"
"Map 60","BlockAStar","11.128064","271.835136","293.98212468624115","378.435071979586","13723"
"Map 61","BlockAStar","77.812992","8.307968","292.5024524927139","493.39423744990063","13690"
"Map 64","BlockAStar","11.24096","7.147776","288.27199351787567","182.1748648564376","12072"
"Map 65","BlockAStar","186.4","7.622912","293.5262919664383","255.91467101489002","13863"
"Map 66","BlockAStar","83.611136","9.36192","289.6248700618744","237.47971253262187","16302"
"Map 68","BlockAStar","12.331008","278.011904","289.54626619815826","435.9146480739432","19358"
"Map 69","BlockAStar","10.758912","245.426176","290.083860874176","493.3942446944107","16899"
"Map 70","BlockAStar","16.205056","267.609856","296.8324531316757","486.87001114316246","27048"
"Map 71","BlockAStar","11.170816","235.897856","292.45110261440277","562.7845445123684","14140"
"Map 72","BlockAStar","79.495936","8.770816","295.04783976078033","415.3049527215742","10660"
"Map 73","BlockAStar","93.007104","9.680896","288.3505973815918","258.0894042627355","14010"
"Map 74","BlockAStar","83.619072","12.577024","292.7832977771759","306.8700171802536","20201"
"Map 75","BlockAStar","88.044032","22.151936","297.39318013191223","694.0039267651773","28353"
"Map 76","BlockAStar","104.284928","11.625984","289.7275698184967","202.78456141622425","16962"
"Map 77","BlockAStar","95.378176","11.725056","290.18656063079834","258.08940667757224","17783"
"Map 78","BlockAStar","206.686976","11.05408","290.618297457695","401.21950299463725","18372"
"Map 79","BlockAStar","200.784896","8.363008","288.5800927877426","165.91466497779842","11771"
"Map 80","BlockAStar","75.667968","10.144","289.41947054862976","399.0447552577723","16629"
"Map 81","BlockAStar","14.376192","5.081856","287.91570246219635","255.91465411103383","9133"
"Map 82","BlockAStar","10.930944","3.149056","283.99018466472626","165.91465411103434","5773"
"Map 83","BlockAStar","65.78688","3.668992","285.36715710163116","313.3942483166652","5963"
"Map 84","BlockAStar","70.436864","9.540096","289.26857900619507","331.82919472475106","15811"
"Map 85","BlockAStar","10.637056","55.585024","292.2520192861557","294.9593091530894","16209"
"Map 87","BlockAStar","10.875136","44.02688","288.5800927877426","442.43887921035486","9769"
"Map 88","BlockAStar","235.067904","9.170176","285.9529435634613","327.4797028732753","7568"
"Map 89","BlockAStar","269.182976","22.830848","297.0892025232315","486.87001114316234","28672"
"Map 90","BlockAStar","64.434944","226.267904","290.899142742157","421.82919110249605","13104"
"Map 91","BlockAStar","88.086016","6.817792","290.18656063079834","239.6544614769048","11159"
"Map 92","BlockAStar","84.761088","6.526208","285.9529435634613","163.73991241126006","8354"
"Map 93","BlockAStar","81.889024","11.826176","289.9570652246475","239.6544578546501","18477"
"Map 95","BlockAStar","11.170816","5.474816","285.77479803562164","219.04476008744476","9325"
"Map 96","BlockAStar","211.634176","11.702016","290.69374322891235","470.6098064348502","19136"
"Map 98","BlockAStar","237.540096","4.782848","285.596652507782","221.21950057980018","8295"
"Map 99","BlockAStar","11.497984","258.809088","291.43357932567596","438.08939822564435","13446"
