"Map","Algorithm","GraphCreationTime","AlgorithmTime","Distance","Angle","NodesExpanded"
"Map 1","BlockAStar","56.829952","13.97504","285.13766169548035","202.78455296429635","5661"
"Map 2","BlockAStar","175.065856","37.011968","289.7757616043091","366.52434342631165","9257"
"Map 3","BlockAStar","59.366912","24.32896","294.8215024471283","399.0447576726084","14635"
"Map 4","BlockAStar","52.525824","10.320128","299.4836982488632","345.91465531845245","14849"
"Map 5","BlockAStar","44.835072","11.849984","291.45767521858215","452.17485640451","18629"
"Map 6","BlockAStar","44.326912","7.155968","289.29267489910126","255.91465773328932","10744"
"Map 7","BlockAStar","176.87808","40.197888","288.80958819389343","424.0039340096879","13586"
"Map 8","BlockAStar","188.16512","3.790848","286.28513872623444","258.08944772979316","5583"
"Map 10","BlockAStar","62.093056","11.515136","289.26857900619507","165.9146649777984","14387"
"Map 12","BlockAStar","199.783936","9.053952","289.16587924957275","366.5243458411484","15009"
"Map 13","BlockAStar","10.656","41.246976","289.0118296146393","292.78455296429667","9622"
"Map 14","BlockAStar","215.341056","10.614016","290.8750468492508","129.04479389515618","16741"
"Map 15","BlockAStar","207.395072","9.543936","292.2761151790619","329.65445785465","15790"
"Map 17","BlockAStar","221.528064","8.425984","286.51463413238525","165.9146577332888","9619"
"Map 18","BlockAStar","225.56288","14.682112","293.93077480793","454.3496029339568","23945"
"Map 19","BlockAStar","199.463936","7.469056","290.41605603694916","165.91468912616372","11725"
"Map 20","BlockAStar","73.014016","10.18496","288.93638384342194","200.60981730161419","13029"
"Map 22","BlockAStar","190.25408","11.403008","290.6423933506012","456.5243410114749","18573"
"Map 23","BlockAStar","73.515776","5.938944","285.13766169548035","129.04475888002628","10151"
"Map 24","BlockAStar","60.867072","9.80608","288.3505973815918","387.13403757126196","16274"
"Map 25","BlockAStar","10.516992","5.08288","287.2272162437439","255.91465290361577","8262"
"Map 26","BlockAStar","59.937024","6.760192","291.48177111148834","562.7845384752776","11225"
"Map 27","BlockAStar","10.707968","6.24896","291.2554337978363","329.65445181755877","10341"
